Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
5143,N,NA,61,11,D,HGH,STE,F,339,9425385,1995-10-01,1987-04-01,2005-07-07
5148,N,NA,59,40,M,BCR,STE,F,218,4615385,1976-07-17,1981-05-20,1976-07-17
5149,N,NA,63,13,M,HGH,RET,F,156,8142308,1982-05-01,9999-10-01,2004-01-15
5155,N,NA,68,11,D,HGH,RET,M,133,9800769,1965-10-01,9999-10-01,2005-07-13
5162,N,NA,47,11,M,BCR,PVE,M,1179,479692,2015-06-01,2010-01-01,2005-07-13
5164,N,NA,48,11,S,BCR,STE,M,277,7153846,1969-12-20,1999-01-18,2005-07-14
5168,N,NA,46,14,M,HGH,RET,M,200,1507692,2011-01-01,9999-10-01,2002-11-08
5169,N,NA,61,11,W,HGH,RET,F,250,7244615,2007-01-01,9999-10-01,2005-07-14
5176,N,NA,62,11,D,HGH,RET,F,240,5971538,1982-01-01,9999-10-01,2005-07-14
5180,N,NA,58,11,D,HGH,RET,F,225,185,1959-03-28,9999-10-01,2005-07-14
5184,N,NA,51,11,D,HGH,STE,F,196,8584615,2002-09-01,2002-01-14,2005-07-14
5188,N,NA,61,11,M,BCR,RET,F,184,9565385,1998-06-01,9999-10-01,2005-07-14
5190,N,NA,47,11,M,HGH,STE,M,253,5538462,1970-02-03,2001-03-06,2005-07-14
5191,N,NA,49,11,M,HGH,PVE,F,291,7307692,1986-03-22,2011-02-02,2005-07-14
5200,N,NA,58,11,M,BCR,STE,F,462,1384615,1995-09-07,2003-08-01,2005-07-11
5202,N,NA,48,11,D,BCR,STE,F,395,641538,2006-10-01,2006-01-06,2005-07-14
5211,N,NA,57,11,M,BCR,STE,F,396,8923077,2001-04-17,2002-07-01,2005-07-15
5212,N,NA,58,11,M,BCR,STE,F,746,583,1995-01-01,1983-12-01,2005-07-15
5215,N,NA,63,11,M,HGH,STE,M,451,692308,1968-07-10,1978-01-11,2005-07-14
5219,N,NA,70,11,M,BCR,RET,M,287,839231,1978-09-01,9999-10-01,2005-07-15
5222,N,NA,48,11,M,BCR,STE,F,270,7245385,2014-07-01,2000-04-11,2005-07-15
5228,N,NA,37,11,S,BCR,PVE,M,725,9275385,2003-07-15,2005-07-04,2005-07-15
5238,N,NA,44,11,M,HGH,PVE,F,325,6384615,2015-07-01,1997-06-02,2005-07-15
5239,N,NA,43,11,S,BCR,STE,M,276,8982308,1989-03-15,1996-10-01,2005-07-15
5240,N,NA,58,11,M,HGH,STE,F,323,1615385,2005-11-16,1988-04-04,2005-07-15
5245,N,NA,60,11,M,HGH,RET,M,181,7502308,1957-09-21,9999-10-01,2005-07-16
5250,N,NA,71,11,M,BCR,RET,M,295,3349231,2009-12-12,9999-10-01,2005-07-16
5257,N,NA,49,11,S,HGH,STE,M,320,7230769,1997-08-01,1996-04-24,2005-07-18
5259,N,NA,64,11,M,HGH,RET,F,172,3692308,1979-01-01,9999-10-01,2005-07-18
5263,N,NA,62,11,M,BCR,STE,M,349,4153846,1955-08-11,2005-04-01,2005-07-18
5264,N,NA,35,11,M,HGH,PVE,M,419,6476923,1982-09-03,2012-10-18,2005-07-18
5266,N,NA,46,11,S,HGH,PVE,F,262,9016154,1986-09-16,2005-07-13,2005-07-18
5267,N,NA,68,11,M,BCR,RET,F,251,2539231,1988-01-01,9999-10-01,2005-07-18
5270,N,NA,51,11,M,HGH,STE,F,283,8461538,1991-01-12,1999-11-01,2005-07-18
5277,N,NA,63,11,M,SEC,RET,F,153,3369231,1984-04-01,9999-10-01,2005-07-18
5282,N,NA,47,11,M,HGH,STE,M,355,368462,1985-12-20,1991-07-10,2005-07-18
5283,N,NA,56,12,M,HGH,PVE,M,269,8956923,1963-09-10,2014-03-09,2004-09-25
5288,N,NA,57,11,M,BCR,STE,F,293,9668462,2010-09-01,2003-01-09,2005-07-19
5289,N,NA,54,11,M,HGH,STE,F,289,1769231,1994-08-01,1991-05-06,2005-07-19
5290,N,NA,48,11,D,HGH,STE,F,295,3098462,1983-01-13,1998-11-18,2005-07-19
5293,N,NA,44,12,M,HGH,STE,F,346,8153846,1993-04-01,2006-06-30,2005-04-12
5299,N,NA,64,12,M,BCR,RET,F,266,1853846,1961-01-01,9999-10-01,2005-06-29
5300,N,NA,51,11,M,HGH,STE,M,290,406154,1996-10-15,2003-01-01,2005-07-18
5301,N,NA,69,11,M,HGH,RET,F,206,7952308,1972-09-01,9999-10-01,2005-07-19
5305,N,NA,62,12,M,HGH,STE,F,351,6392308,2010-01-01,1984-10-22,2005-04-07
5307,N,NA,61,11,M,HGH,PVE,F,242,1615385,1991-01-01,2013-12-01,2005-07-19
5314,N,NA,45,11,M,HGH,PVE,M,513,6963846,2002-01-10,2005-07-11,2005-07-19
5316,N,NA,51,12,D,HGH,PVE,F,171,8153846,1986-05-03,2015-07-08,2005-01-19
5319,N,NA,39,11,M,HGH,PVE,M,667,7153846,1978-11-17,2012-01-20,2005-07-20
5323,N,NA,57,12,M,HGH,STE,M,380,5269231,1960-07-22,1997-02-01,2005-04-13
5331,N,NA,67,11,M,HGH,RET,M,287,9184615,1970-01-01,9999-10-01,2005-07-20
5344,N,NA,63,12,M,PRS,STE,M,211,2543846,1981-01-01,1976-05-01,2004-12-29
5346,N,NA,61,11,D,HGH,RET,F,178,8518462,2004-02-09,9999-10-01,2005-07-20
5347,N,NA,38,11,W,HGH,STE,F,257,3615385,2009-07-14,2001-04-23,2005-07-20
5348,N,NA,59,11,M,HGH,RET,F,233,598,1980-09-20,9999-10-01,2005-07-21
5349,N,NA,42,11,M,HGH,STE,F,243,7461538,1996-12-21,1995-06-06,2005-07-21
5352,N,NA,56,12,M,HGH,STE,F,480,432,2000-12-05,1995-01-01,2005-07-04
5353,N,NA,59,11,D,HGH,PVE,F,338,165,1980-01-01,2009-06-22,2005-07-21
5355,N,NA,63,11,M,BCR,STE,M,574,3153846,1995-01-25,1996-10-04,2005-07-21
5356,N,NA,73,14,W,BCR,RET,F,302,6359231,1980-01-01,9999-10-01,2003-04-24
5366,N,NA,67,11,S,HGH,RET,F,254,369231,1986-03-15,9999-10-01,2005-07-21
5368,N,NA,69,12,D,BCR,RET,F,306,4378462,1994-06-15,9999-10-01,2004-09-07
5370,N,NA,62,11,D,BCR,RET,F,348,4707692,1997-04-10,9999-10-01,2005-07-21
5374,N,NA,39,11,M,BCR,PVE,F,344,307692,1980-06-01,2013-02-14,2005-07-21
5376,N,NA,64,13,M,HGH,RET,M,447,48,1979-08-25,9999-10-01,2004-07-01
5381,N,NA,44,11,S,BCR,STE,M,262,3160769,2005-01-01,2003-09-10,2005-07-11
5385,N,NA,42,11,M,HGH,PVE,F,192,3076923,2009-01-10,2008-04-01,2005-07-22
5386,N,NA,65,11,M,BCR,RET,F,287,373846,2007-01-01,9999-10-01,2005-07-22
5387,N,NA,65,11,M,HGH,RET,M,242,4673846,1980-10-10,9999-10-01,2005-07-22
5389,N,NA,69,11,M,BCR,RET,M,251,1728462,1979-10-01,9999-10-01,2005-07-22
5390,N,NA,68,11,M,PHD,STE,M,775,3923077,1998-02-17,1978-01-03,2005-07-22
5396,N,NA,61,11,M,SEC,RET,F,290,706923,1956-09-22,9999-10-01,2005-07-22
5398,N,NA,56,11,M,HGH,STE,M,234,6586923,1987-10-01,2002-08-07,2005-07-22
5399,N,NA,66,11,M,BCR,RET,F,242,8473077,2013-03-12,9999-10-01,2005-07-22
5400,N,NA,45,11,D,HGH,STE,M,375,8660769,2006-04-06,1992-08-03,2005-07-22
5406,N,NA,60,15,M,BCR,STE,F,813,4923077,1998-10-01,1988-07-10,2002-06-12
5414,N,NA,61,14,M,HGH,RET,F,271,9290769,1985-09-07,9999-10-01,2003-03-21
5415,N,NA,52,11,S,MAS,STE,F,408,1937692,1973-12-31,1994-07-01,2005-07-22
5416,N,NA,46,13,S,BCR,PVE,M,517,6384615,2008-04-01,2008-11-01,2004-03-01
5417,N,NA,49,11,M,HGH,PVE,F,0,1968-05-13,2010-07-17,2005-07-22,169
5423,N,NA,46,11,M,HGH,PVE,M,304,2538462,2005-10-20,2006-08-01,2005-07-22
5430,N,NA,43,11,M,HGH,PVE,M,479,9993846,2004-03-19,2016-07-01,2005-07-22
5434,N,NA,60,11,M,HGH,RET,M,284,6153846,1978-10-10,2013-09-20,2005-07-22
5439,N,NA,38,11,M,PRS,STE,M,652,7197692,1979-07-02,2000-12-01,2005-07-23
5450,N,NA,67,11,M,HGH,RET,M,195,68,1965-03-01,9999-10-01,2005-07-14
5451,N,NA,72,11,M,HGH,RET,F,118,3599231,9999-10-01,9999-10-01,2005-07-25
5452,N,NA,68,11,M,HGH,RET,F,243,6307692,1993-11-01,9999-10-01,2005-07-14
5458,N,NA,67,11,M,BCR,RET,F,252,3418462,1954-01-01,9999-10-01,2005-07-25
5464,N,NA,47,11,M,HGH,STE,F,351,350769,1991-05-04,1990-12-24,2005-07-25
5470,N,NA,67,11,W,HGH,RET,F,246,7313077,2005-08-01,9999-10-01,2005-07-25
5475,N,NA,60,11,M,PRS,STE,M,273,645385,1980-01-01,2014-04-14,2005-07-25
5476,N,NA,52,11,M,HGH,STE,F,247,2486923,1965-05-25,1989-02-15,2005-07-25
5479,N,NA,70,11,S,BCR,RET,F,190,4625385,1989-01-01,9999-10-01,2005-07-26
5490,N,NA,59,11,M,HGH,RET,F,171,2550769,2012-01-01,9999-10-01,2005-07-26
5495,N,NA,54,11,M,BCR,STE,F,485,5257692,1986-06-28,1991-01-28,2005-07-26
5496,N,NA,36,11,M,BCR,PVE,F,381,2204615,1981-09-01,2007-09-19,2005-07-26
5497,N,NA,54,12,D,HGH,STE,F,304,9136923,1963-07-04,1992-01-01,2005-03-22
5498,N,NA,41,11,M,HGH,STE,F,183,2822308,1976-03-09,1996-01-04,2005-07-26
5503,N,NA,52,12,D,HGH,PVE,F,971,4461538,2009-04-11,2000-07-24,2005-06-20
5504,N,NA,62,11,M,HGH,RET,F,243,219,1982-11-01,9999-10-01,2005-07-26
5505,N,NA,65,11,M,HGH,RET,F,255,6963077,1999-12-30,9999-10-01,2005-07-26
5508,N,NA,54,11,M,HGH,STE,F,304,8846154,1992-08-15,2005-06-01,2005-07-26
5513,N,NA,37,11,M,HGH,STE,M,190,3282308,1980-11-22,2010-06-10,2005-07-26
5514,N,NA,40,11,M,HGH,PVE,M,355,5683077,1977-01-28,2016-04-01,2005-07-26
5529,N,NA,31,11,S,HGH,PVE,F,228,8769231,1999-01-01,2009-05-14,2005-07-26
5530,N,NA,41,11,M,HGH,PVE,M,269,2307692,2009-06-16,2001-12-01,2005-07-26
5536,N,NA,70,11,D,HGH,RET,F,258,2461538,1989-06-01,9999-10-01,2005-07-27
5541,N,NA,72,13,M,BCR,RET,M,329,7035385,1988-12-31,9999-10-01,2004-05-31
5545,N,NA,45,11,M,HGH,PVE,F,176,1994-01-01,2014-10-01,2005-07-27,0
5553,N,NA,59,11,M,BCR,STE,F,356,6615385,1990-03-26,9999-10-01,2005-07-25
5555,N,NA,38,11,M,HGH,STE,F,268,746154,2003-03-09,1999-08-27,2005-07-27
5561,N,NA,56,11,M,HGH,PVE,M,295,923077,2006-07-01,1980-06-10,2005-07-27
5569,N,NA,55,11,M,HGH,PVE,F,179,307692,1989-01-01,2005-08-01,2005-07-22
5571,N,NA,67,11,D,HGH,RET,F,233,1286923,1970-09-01,9999-10-01,2005-07-27
5576,N,NA,35,11,M,BCR,STE,F,237,188,1982-08-28,2010-06-10,2005-07-27
5579,N,NA,63,11,D,HGH,RET,F,468,4775385,1964-11-01,9999-10-01,2005-07-28
5580,N,NA,48,11,M,HGH,PVE,M,1439,984615,2000-01-01,2000-10-02,2005-07-28
5585,N,NA,69,11,M,BCR,RET,F,305,3516154,2005-01-01,9999-10-01,2005-07-28
5588,N,NA,40,12,M,BCR,STE,M,462,7692308,1993-01-01,2004-05-10,2005-04-15
5592,N,NA,61,11,M,HGH,STE,M,422,219231,1991-01-17,1978-03-11,2005-07-28
5594,N,NA,68,12,M,BCR,RET,M,166,5450769,2001-06-01,9999-10-01,2004-09-21
5595,N,NA,44,11,M,BCR,STE,M,420,7964615,2001-06-02,2014-12-19,2005-07-28
5596,N,NA,36,11,M,HGH,STE,M,308,7769231,1986-05-12,2003-10-01,2005-07-28
5597,N,NA,46,11,M,PRS,PVE,M,291,1307692,1971-02-01,2011-05-01,2005-07-28
5599,N,NA,44,12,M,BCR,STE,F,473,625385,2001-02-22,2010-02-01,2005-04-01
5601,N,NA,62,14,S,BCR,PVE,M,346,1538462,1978-07-01,2010-03-01,2003-02-18
5605,N,NA,60,12,M,BCR,STE,M,380,1846154,2001-11-21,1983-12-20,2005-05-30
5610,N,NA,45,11,S,HGH,STE,M,246,3230769,1995-06-03,1993-06-01,2005-07-29
5612,N,NA,56,11,M,BCR,STE,F,600,1016154,1987-10-24,1988-10-25,2005-07-29
5614,N,NA,59,11,M,BCR,STE,M,454,5357692,1985-02-10,2004-06-10,2005-07-27
5622,N,NA,40,11,S,HGH,SFE,M,185,2461538,1984-01-01,2003-10-10,2005-07-29
5624,N,NA,51,12,D,BCR,STE,F,632,6401538,2009-02-03,1997-09-01,2005-04-05
5628,N,NA,54,11,M,PRS,STE,F,402,7307692,1984-12-10,1985-09-10,2005-07-29
5632,N,NA,52,11,M,HGH,STE,M,392,4578462,1966-05-01,2008-03-26,2005-07-29
5633,N,NA,40,11,S,BCR,PVE,F,1614,122,2008-10-30,2016-05-01,2005-07-29
5635,N,NA,57,14,M,HGH,PVE,F,467,5980769,1980-10-04,1984-07-25,2003-05-09
5637,N,NA,45,11,M,HGH,STE,M,514,9324615,2005-09-09,2005-05-15,2005-07-30
5638,N,NA,62,11,W,BCR,STE,F,711,7644615,1996-01-01,1978-04-01,2005-07-30
5639,N,NA,63,11,D,BCR,PVE,M,235,7461538,1961-01-01,2009-03-01,2005-07-30
5641,N,NA,57,14,M,BCR,STE,M,277,7346923,1961-01-01,2002-02-01,2003-04-16
5642,N,NA,51,11,W,HGH,PVE,F,200,1995-01-01,2015-09-01,2005-07-30,0
5646,N,NA,51,11,M,PRS,STE,F,203,811538,1985-10-19,2000-11-06,2005-08-01
5647,N,NA,57,11,M,HGH,PVE,F,275,51,1993-01-01,2008-01-03,2005-08-01
5648,N,NA,53,11,M,HGH,STE,M,310,3769231,1994-06-01,2005-06-01,2005-08-01
5653,N,NA,63,13,M,HGH,RET,F,212,2153846,1991-07-11,9999-10-01,2003-12-03
5658,N,NA,55,11,M,HGH,PVE,F,334,683846,1979-11-11,2006-12-26,2005-08-01
5669,N,NA,70,11,D,HGH,RET,F,239,7409231,1964-07-01,9999-10-01,2005-08-02
5670,N,NA,70,11,M,HGH,RET,M,352,2468462,2012-04-05,9999-10-01,2005-08-02
5677,N,NA,61,12,M,HGH,STE,F,302,8384615,1981-09-19,1992-01-01,2005-04-13
5678,N,NA,64,11,W,HGH,RET,F,196,8036923,1980-05-01,2005-05-07,2005-08-02
5693,N,NA,69,11,M,HGH,RET,M,248,676923,1948-08-17,9999-10-01,2005-07-23
5694,N,NA,55,11,M,BCR,STE,F,634,4307692,1992-01-26,1988-07-26,2005-08-03
5695,N,NA,41,12,M,BCR,PVE,F,431,566923,2013-02-15,2014-07-01,2004-12-23
5696,N,NA,64,13,M,HGH,RET,F,169,8191538,2001-01-01,9999-10-01,2003-10-07
5701,N,NA,48,12,S,BCR,PVE,F,1423,472077,1990-01-01,2010-01-01,2004-12-22
5709,N,NA,49,11,M,BCR,STE,F,306,4449231,1998-11-15,1996-09-10,2005-08-03
5711,N,NA,56,12,M,HGH,PVE,F,393,4722308,2005-08-12,1999-01-01,2005-06-30
5736,N,NA,69,11,M,BCR,RET,M,284,6304615,1968-01-01,9999-10-01,2005-08-04
5739,N,NA,65,11,M,HGH,PVE,M,332,5566154,2009-05-01,1977-06-14,2005-08-04
5740,N,NA,70,14,M,BCR,RET,M,306,6692308,1980-01-01,9999-10-01,2003-05-16
5748,N,NA,65,11,M,BCR,RET,M,331,9747692,2010-10-19,9999-10-01,2005-08-05
5749,N,NA,42,11,M,HGH,STE,F,288,1076923,1997-03-02,1998-06-10,2005-08-05
5752,N,NA,52,14,M,HGH,PVE,F,263,281,1997-01-01,1986-09-24,2002-12-24
5754,N,NA,35,11,S,BCR,STE,F,290,1939231,2004-08-15,2006-12-01,2005-08-05
5759,N,NA,50,11,M,HGH,STE,F,301,7076923,1991-11-02,1990-03-01,2005-08-05
5760,N,NA,56,11,M,HGH,PVE,M,431,8509231,1961-03-19,2014-01-15,2005-08-05
5765,N,NA,45,11,M,BCR,STE,F,1154,515385,2003-01-01,2016-03-16,2005-08-06
5768,N,NA,41,11,M,HGH,PVE,F,1443,884615,2005-09-24,2006-09-01,2005-08-08
5770,N,NA,56,11,M,BCR,RET,F,680,3230769,1961-08-09,9999-10-01,2005-08-08
5771,N,NA,50,11,W,HGH,PVE,F,230,923077,1999-09-22,1989-09-15,2005-08-08
5773,N,NA,46,11,M,BCR,STE,F,351,7277692,2002-08-14,1994-09-01,2005-08-08
5776,N,NA,37,11,S,HGH,STE,M,201,7230769,2011-12-31,2002-09-01,2005-08-08
5778,N,NA,47,11,M,HGH,PVE,F,368,8895385,2005-02-22,1995-12-15,2005-08-08
5784,N,NA,50,11,S,BCR,STE,F,398,5384615,2015-07-01,2004-01-20,2005-08-08
5787,N,NA,58,11,M,PRS,STE,F,234,4153846,1978-04-08,1987-03-03,2005-08-08
5788,N,NA,59,11,M,SEC,PVE,F,191,431,1990-07-20,2000-01-13,2005-08-08
5791,N,NA,39,11,M,HGH,STE,M,261,5384615,2004-02-09,2002-08-28,2005-08-09
5795,N,NA,63,14,W,BCR,RET,F,233,7891538,1971-09-28,9999-10-01,2003-07-04
5798,N,NA,49,14,M,HGH,PVE,F,288,5676154,1990-09-29,2005-08-01,2003-01-14
5802,N,NA,42,11,M,BCR,PVE,F,860,2,1986-01-01,2002-11-01,2005-08-09
5805,N,NA,52,11,M,HGH,PVE,M,414,6923077,1988-09-01,1985-11-01,2005-08-09
5806,N,NA,63,11,D,HGH,RET,F,189,8597692,1991-02-11,9999-10-01,2005-08-09
5807,N,NA,69,11,W,HGH,RET,F,298,7008462,1973-05-07,2005-02-01,2005-08-09
5810,N,NA,62,11,M,HGH,RET,F,160,2362308,1958-10-19,9999-10-01,2005-08-09
5822,N,NA,59,11,W,HGH,RET,F,232,8076923,1999-09-08,9999-10-01,2005-08-10
5826,N,NA,49,11,S,BCR,STE,F,343,1587692,1975-01-01,2001-09-01,2005-08-10
5827,N,NA,41,11,S,HGH,STE,F,254,3307692,1976-04-06,1995-11-01,2005-08-10
5829,N,NA,66,12,M,HGH,RET,M,277,5903846,1960-01-01,9999-10-01,2005-02-02
5838,N,NA,38,11,M,HGH,PVE,F,329,5086154,2000-01-01,2006-10-01,2005-08-10
5841,N,NA,44,12,M,HGH,STE,M,424,5830769,1973-06-15,1995-03-15,2005-06-07
5843,N,NA,43,13,M,HGH,STE,M,682,1202308,9999-10-01,2006-11-06,2004-03-11
5844,N,NA,62,11,W,BCR,RET,F,283,769231,1978-10-05,9999-10-01,2005-08-10
5848,N,NA,43,11,S,BCR,STE,F,770,2461538,1996-09-10,2005-06-01,2005-08-10
5850,N,NA,60,11,S,HGH,RET,F,307,6923077,2013-02-01,9999-10-01,2005-07-25
5853,N,NA,59,13,S,BCR,STE,M,633,4365385,1963-10-01,2010-01-01,2004-04-14
5856,N,NA,42,11,M,HGH,STE,F,251,4128462,1996-04-18,2004-05-01,2005-08-11
5858,N,NA,48,11,M,HGH,STE,M,261,5384615,1969-03-20,1994-07-15,2005-08-11
5859,N,NA,48,11,M,HGH,STE,M,519,238,1986-06-01,1987-10-01,2005-08-11
5860,N,NA,63,11,D,HGH,STE,M,239,538462,1996-08-24,1984-06-20,2005-08-11
5864,N,NA,57,12,M,HGH,RET,F,209,5969231,1980-06-01,9999-10-01,2004-07-28
5867,N,NA,59,11,M,HGH,PVE,M,210,4384615,1970-08-01,1980-09-10,2005-08-11
5875,N,NA,55,11,M,BCR,STE,F,305,5639231,1984-04-28,1984-06-07,2005-08-11
5879,N,NA,61,11,M,SEC,PVE,M,223,1230769,1984-05-01,1977-06-22,2005-08-11
5880,N,NA,53,11,M,HGH,PVE,M,251,6230769,1999-01-01,1989-05-09,2005-08-11
5891,N,NA,48,11,M,HGH,PVE,M,459,7343077,1969-08-25,1989-07-03,2005-08-11
5896,N,NA,54,11,M,HGH,STE,M,460,3769231,1965-05-18,1986-03-12,2005-08-12
5897,N,NA,63,11,M,HGH,RET,F,212,3624615,2004-05-15,9999-10-01,2005-08-11
5898,N,NA,62,12,M,HGH,RET,F,352,1978-10-07,9999-10-01,2005-05-11,156
5902,N,NA,54,12,D,BCR,STE,F,159,7538462,2001-06-17,2000-09-18,2005-03-24
5903,N,NA,37,11,M,HGH,STE,M,423,4510769,1988-02-25,2006-07-25,2005-08-12
5904,N,NA,50,11,M,SEC,PVE,M,594,6957692,1997-06-20,1994-04-05,2005-08-12
5908,N,NA,41,11,M,HGH,STE,M,213,1461538,1976-02-01,2002-06-01,2005-08-12
5911,N,NA,68,13,S,HGH,RET,F,213,1738462,1969-01-08,9999-10-01,2003-08-07
5915,N,NA,68,11,M,HGH,RET,M,293,3020769,2009-01-12,9999-10-01,2005-08-12
5917,N,NA,67,11,M,HGH,RET,M,282,833846,1985-02-11,9999-10-01,2005-08-08
5921,N,NA,44,11,M,HGH,STE,M,438,5092308,1984-01-01,1994-05-24,2005-08-13
5922,N,NA,35,11,S,BCR,STE,F,210,7680769,2010-07-01,2006-10-16,2005-08-13
5924,N,NA,68,11,M,HGH,RET,M,426,1923077,2006-09-25,2000-01-01,2005-08-15
5932,N,NA,64,11,M,HGH,RET,M,259,7369231,2001-08-10,9999-10-01,2005-08-15
5933,N,NA,35,11,S,HGH,PVE,M,420,5461538,2010-06-29,2006-01-19,2005-08-15
5939,N,NA,64,11,M,HGH,RET,M,372,6646154,1969-01-01,9999-10-01,2005-08-15
5940,N,NA,69,11,W,HGH,RET,F,221,2833077,2008-05-21,9999-10-01,2005-08-15
5943,N,NA,42,11,M,BCR,STE,F,426,819231,2012-10-01,2016-02-16,2005-08-15
5952,N,NA,54,12,M,HGH,PVE,M,337,1089231,1970-05-01,1983-06-15,2004-10-29
5953,N,NA,56,11,M,HGH,STE,M,465,9230769,1961-07-14,1988-09-20,2005-08-09
5954,N,NA,67,11,M,BCR,RET,M,228,447692,1979-11-01,9999-10-01,2005-08-16
5956,N,NA,71,11,M,HGH,RET,M,402,8246154,1983-01-01,9999-10-01,2005-07-30
5957,N,NA,58,11,W,HGH,RET,F,192,7692308,1986-07-07,9999-10-01,2005-08-16
5959,N,NA,62,11,M,HGH,STE,M,260,3692308,1955-05-31,1976-10-06,2005-08-16
5960,N,NA,50,11,M,HGH,STE,F,211,3023077,2005-08-12,1998-04-02,2005-08-16
5963,N,NA,42,11,M,HGH,STE,M,444,7559231,1986-01-01,1999-02-11,2005-08-16
5964,N,NA,54,11,M,HGH,PVE,M,767,7461538,1998-12-22,1984-01-04,2005-08-16
5967,N,NA,54,11,M,HGH,PVE,M,512,563077,1963-06-15,2005-03-26,2005-08-16
5970,N,NA,56,11,M,SEC,PVE,M,289,7998462,1961-09-15,2007-08-01,2005-08-16
5972,N,NA,57,12,M,HGH,PVE,M,348,2778462,1960-11-23,1983-03-10,2004-10-12
5986,N,NA,62,11,M,HGH,RET,F,207,6923077,2005-01-01,9999-10-01,2005-08-17
5987,N,NA,50,11,M,HGH,STE,F,354,3694615,1992-11-02,2000-05-12,2005-08-17
5991,N,NA,47,11,S,BCR,STE,F,525,2581538,1970-09-29,1989-10-05,2005-08-17
5996,N,NA,45,11,M,PHD,STE,F,756,2384615,2001-12-22,2000-04-01,2005-08-17
6003,N,NA,51,11,M,HGH,PVE,M,212,7189231,1981-09-01,2014-02-02,2005-08-18
6006,N,NA,59,11,M,HGH,STE,M,182,5384615,1958-06-20,1979-09-28,2005-08-18
6010,N,NA,68,11,M,BCR,RET,M,267,3760769,1991-05-01,9999-10-01,2005-08-18
6011,N,NA,51,11,M,BCR,STE,F,671,7764615,1992-08-05,2005-01-17,2005-08-18
6023,N,NA,42,11,S,BCR,STE,F,502,5615385,2002-01-18,1998-03-23,2005-08-18
6024,N,NA,43,11,S,HGH,STE,M,497,3268462,1974-11-30,9999-10-01,2005-08-18
6032,N,NA,38,11,M,BCR,STE,F,406,9873077,2006-02-01,2012-07-23,2005-08-18
6033,N,NA,53,11,M,HGH,STE,F,221,5239231,1983-04-26,2008-10-14,2005-08-18
6034,N,NA,51,12,S,PHD,STE,M,820,5384615,2010-08-30,1999-01-04,2004-07-29
6036,N,NA,66,14,M,HGH,RET,F,334,1067692,2005-12-04,9999-10-01,2002-10-24
6037,N,NA,58,11,M,HGH,PVE,M,214,173,1959-03-18,1986-08-02,2005-08-18
6042,N,NA,67,14,M,BCR,RET,M,415,3846154,2006-01-01,9999-10-01,2003-02-28
6043,N,NA,49,11,M,HGH,STE,M,452,4307692,2010-03-15,1995-01-16,2005-08-19
6045,N,NA,76,11,M,HGH,RET,F,203,2388462,1965-01-01,9999-10-01,2005-08-19
6046,N,NA,66,11,M,HGH,OTH,M,352,1616923,1988-01-01,9999-10-01,2005-08-19
6051,N,NA,43,12,M,HGH,STE,F,259,6799231,2006-11-25,1995-04-01,2005-03-29
6055,N,NA,48,11,M,BCR,STE,M,245,7276923,2002-08-10,2012-11-01,2005-08-19
6058,N,NA,41,11,M,BCR,STE,F,500,9745385,1980-01-01,2006-04-04,2005-08-19
6060,N,NA,68,11,M,HGH,RET,M,448,9292308,2013-09-01,9999-10-01,2005-08-19
6062,N,NA,56,11,M,HGH,PVE,M,202,5415385,1961-03-25,2000-11-01,2005-08-19
6064,N,NA,50,11,M,HGH,PVE,M,275,3846154,1967-10-04,1998-11-01,2005-08-10
6066,N,NA,71,11,M,HGH,RET,M,305,5907692,1986-01-26,2001-04-26,2005-08-19
6068,N,NA,55,11,M,HGH,PVE,M,502,2651538,1962-01-04,1982-09-01,2005-08-19
6082,N,NA,52,12,M,BCR,PVE,M,475,8384615,1993-09-01,1988-06-16,2004-07-20
6086,N,NA,50,12,M,HGH,STE,M,262,6289231,1971-06-25,2003-11-01,2005-03-12
6088,N,NA,38,11,M,BCR,STE,F,317,2692308,2006-02-01,2005-07-25,2005-08-18
6097,N,NA,66,11,M,BCR,RET,M,253,8461538,1976-07-26,9999-10-01,2005-08-22
6100,N,NA,62,11,W,HGH,RET,F,230,3667692,1995-01-01,9999-10-01,2005-08-23
6107,N,NA,61,12,M,HGH,STE,M,284,6567692,2006-10-17,1991-12-01,2005-07-01
6109,N,NA,39,11,D,BCR,STE,F,352,3876923,2010-07-01,2010-09-01,2005-08-23
6112,N,NA,64,11,M,BCR,STE,M,269,5901538,2014-02-07,2005-11-10,2005-08-23
6114,N,NA,67,15,M,BCR,RET,M,363,4534615,1950-07-22,9999-10-01,2002-02-23
6120,N,NA,45,15,M,BCR,STE,M,991,4230769,2000-02-01,2004-04-15,2002-03-16
6124,N,NA,59,11,M,HGH,STE,F,291,9770769,1985-08-02,1982-02-02,2005-08-23
6126,N,NA,50,11,M,BCR,STE,F,368,8575385,1993-08-01,2003-10-07,2005-08-24
6130,N,NA,63,11,M,SEC,RET,F,219,9538462,1976-10-20,9999-10-01,2005-08-24
6136,N,NA,57,11,M,HGH,STE,F,694,4884615,1984-04-10,1987-08-01,2005-08-24
